PTP358;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;
Time:;14:01:16;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;870.054565;647.805725;105.701424;;;;;;;;;;;;;;;;;;
2;870.021057;647.822693;105.709610;;;;;;;;;;;;;;;;;;
3;870.054382;647.777588;105.416611;;;;;;;;;;;;;;;;;;
4;870.062927;647.850281;105.643585;;;;;;;;;;;;;;;;;;
5;870.093750;647.742981;105.563278;;;;;;;;;;;;;;;;;;
6;870.052856;647.827454;105.695587;;;;;;;;;;;;;;;;;;
7;870.026489;647.852844;105.740639;;;;;;;;;;;;;;;;;;
8;870.037537;647.833679;105.849152;;;;;;;;;;;;;;;;;;
9;870.009949;647.857971;105.849907;;;;;;;;;;;;;;;;;;
10;870.019470;647.840088;105.891533;;;;;;;;;;;;;;;;;;
11;870.080139;647.813110;105.592140;;;;;;;;;;;;;;;;;;
12;870.039673;647.955017;105.745285;;;;;;;;;;;;;;;;;;
13;870.015625;647.974426;105.818321;;;;;;;;;;;;;;;;;;
14;869.991516;647.885071;105.845802;;;;;;;;;;;;;;;;;;
15;869.989563;647.865112;105.875298;;;;;;;;;;;;;;;;;;
16;870.041260;647.825317;105.972885;;;;;;;;;;;;;;;;;;
17;870.047302;647.813477;105.993179;;;;;;;;;;;;;;;;;;
18;870.081604;647.756958;105.644478;;;;;;;;;;;;;;;;;;
19;870.096375;647.853882;105.810806;;;;;;;;;;;;;;;;;;
20;870.023071;647.814148;105.967484;;;;;;;;;;;;;;;;;;
21;869.984985;647.827515;106.023117;;;;;;;;;;;;;;;;;;
22;869.967041;647.953369;106.004349;;;;;;;;;;;;;;;;;;
23;869.978516;647.972290;106.062057;;;;;;;;;;;;;;;;;;
24;869.874573;647.904663;106.160934;;;;;;;;;;;;;;;;;;
25;869.804443;647.894348;106.204628;;;;;;;;;;;;;;;;;;
26;869.770264;647.901245;106.356499;;;;;;;;;;;;;;;;;;
27;869.544495;647.909424;106.464058;;;;;;;;;;;;;;;;;;
28;869.464050;647.967041;106.541214;;;;;;;;;;;;;;;;;;
29;869.351318;648.063477;106.633812;;;;;;;;;;;;;;;;;;
30;869.237122;648.124756;106.908691;;;;;;;;;;;;;;;;;;
31;869.149292;648.109070;107.169182;;;;;;;;;;;;;;;;;;
32;869.006958;648.119324;107.480057;;;;;;;;;;;;;;;;;;
33;868.886353;648.222534;107.771461;;;;;;;;;;;;;;;;;;
34;868.683411;648.255920;108.199516;;;;;;;;;;;;;;;;;;
35;868.489929;648.255066;108.632721;;;;;;;;;;;;;;;;;;
36;868.251953;648.284973;109.645645;;;;;;;;;;;;;;;;;;
37;867.798706;648.136230;111.164696;;;;;;;;;;;;;;;;;;
38;867.423096;648.053467;112.004234;;;;;;;;;;;;;;;;;;
39;867.188293;647.986938;112.540718;;;;;;;;;;;;;;;;;;
40;866.511658;647.943359;113.186340;;;;;;;;;;;;;;;;;;
41;865.799438;648.128784;113.631439;;;;;;;;;;;;;;;;;;
42;865.025024;648.228516;114.640099;;;;;;;;;;;;;;;;;;
43;864.016602;648.375000;116.439667;;;;;;;;;;;;;;;;;;
44;863.255981;648.021912;117.935715;;;;;;;;;;;;;;;;;;
45;862.633789;647.779907;118.774559;;;;;;;;;;;;;;;;;;
46;861.904358;647.592285;119.484528;;;;;;;;;;;;;;;;;;
47;860.792480;647.774963;120.547516;;;;;;;;;;;;;;;;;;
48;859.660767;647.894653;121.986847;;;;;;;;;;;;;;;;;;
49;858.478577;647.640076;123.802208;;;;;;;;;;;;;;;;;;
50;857.247681;647.266968;125.263695;;;;;;;;;;;;;;;;;;
51;856.239380;647.076904;126.054482;;;;;;;;;;;;;;;;;;
