PTP11;;;;;;;;;;;;;;;
Date:;2025/04/08;;;;;;;;;;;;;;
Time:;12:45:41;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;363.314178;731.163147;79.866188;;;;;;;;;;;;
2;364.724579;728.417114;82.094955;;;;;;;;;;;;
3;365.846863;725.474487;84.050995;;;;;;;;;;;;
4;367.198914;722.488647;85.342094;;;;;;;;;;;;
5;368.807495;719.131653;87.444092;;;;;;;;;;;;
6;370.643921;715.386719;89.198654;;;;;;;;;;;;
7;372.185699;711.402954;90.466896;;;;;;;;;;;;
8;373.822021;707.541565;92.011093;;;;;;;;;;;;
9;375.626678;703.414490;93.602074;;;;;;;;;;;;
10;377.437225;699.009583;95.192421;;;;;;;;;;;;
11;379.224640;694.517761;96.881371;;;;;;;;;;;;
12;381.226349;690.022095;98.751633;;;;;;;;;;;;
13;383.030182;685.315674;100.218460;;;;;;;;;;;;
14;384.753510;680.331299;101.110001;;;;;;;;;;;;
15;386.879120;675.305969;102.357399;;;;;;;;;;;;
16;389.209778;670.111450;103.569016;;;;;;;;;;;;
17;391.416412;664.861511;105.068314;;;;;;;;;;;;
18;393.614838;659.513245;105.940758;;;;;;;;;;;;
19;395.981873;654.060120;106.559944;;;;;;;;;;;;
20;398.381897;648.478271;107.746490;;;;;;;;;;;;
21;400.499512;642.925781;109.556320;;;;;;;;;;;;
22;402.981598;637.201660;110.523277;;;;;;;;;;;;
23;405.418640;631.620544;111.520775;;;;;;;;;;;;
24;408.273315;625.957825;111.465508;;;;;;;;;;;;
25;410.897430;620.123779;112.268883;;;;;;;;;;;;
26;413.198700;614.279358;113.667747;;;;;;;;;;;;
27;415.576294;608.763977;114.566444;;;;;;;;;;;;
28;418.415985;602.944153;114.909042;;;;;;;;;;;;
29;420.848297;597.015015;114.914436;;;;;;;;;;;;
30;423.384796;591.405151;115.829071;;;;;;;;;;;;
31;426.430969;585.480103;115.896439;;;;;;;;;;;;
32;429.107239;579.790710;115.840820;;;;;;;;;;;;
33;432.106537;574.360413;116.380814;;;;;;;;;;;;
34;434.814545;568.517090;116.282455;;;;;;;;;;;;
35;437.556549;562.871521;115.810417;;;;;;;;;;;;
36;440.491821;557.076416;115.446541;;;;;;;;;;;;
37;443.072388;551.443115;115.312477;;;;;;;;;;;;
38;446.175476;545.893860;114.455200;;;;;;;;;;;;
39;448.480530;540.687988;114.835495;;;;;;;;;;;;
40;451.574951;535.057434;114.108345;;;;;;;;;;;;
41;454.174469;529.565979;113.610275;;;;;;;;;;;;
42;457.037628;524.149414;112.749268;;;;;;;;;;;;
43;;;;;;;;;;;;;;;
44;;;;462.354584;513.799194;111.587242;;;;;;;;;
45;;;;464.960693;508.519562;110.413101;;;;;;;;;
46;;;;;;;;;;;;;;;
47;;;;;;;470.302582;498.647491;108.641060;;;;;;
48;;;;;;;472.618286;493.780518;108.046730;;;;;;
49;;;;;;;475.445190;489.147888;106.743889;;;;;;
50;;;;;;;477.922455;484.671570;105.970001;;;;;;
51;;;;;;;480.541138;480.187988;104.592003;;;;;;
52;;;;;;;;;;;;;;;
53;;;;;;;;;;485.386993;471.907684;102.261635;;;
54;;;;;;;;;;487.638733;468.033813;100.765335;;;
55;;;;;;;;;;489.830933;464.224152;99.860954;;;
56;;;;;;;;;;492.189789;460.573608;98.706177;;;
57;;;;;;;;;;494.119690;457.050934;98.221970;;;
58;;;;;;;;;;;;;;;
59;;;;;;;;;;;;;498.520721;450.450745;94.980812
60;;;;;;;;;;;;;500.494720;447.321106;93.456917
61;;;;;;;;;;;;;502.618805;444.187622;92.708878
62;;;;;;;;;;;;;503.965485;441.498596;91.684586
63;;;;;;;;;;;;;505.435394;438.833954;90.419464
64;;;;;;;;;;;;;507.183777;436.278748;89.372261
65;;;;;;;;;;;;;508.985077;433.652588;88.086029
66;;;;;;;;;;;;;510.749725;431.557343;87.172638
67;;;;;;;;;;;;;512.180115;429.287689;85.667435
68;;;;;;;;;;;;;513.354492;427.368042;84.734993
69;;;;;;;;;;;;;514.593628;425.498199;84.349663
70;;;;;;;;;;;;;515.889526;423.592010;83.417534
71;;;;;;;;;;;;;517.195313;421.887085;82.290817
72;;;;;;;;;;;;;518.478577;420.561005;81.534149
73;;;;;;;;;;;;;519.080444;419.240875;80.408188
74;;;;;;;;;;;;;520.145447;417.735565;79.288651
75;;;;;;;;;;;;;521.162415;416.544983;78.140800
76;;;;;;;;;;;;;521.804871;415.371002;76.854095
77;;;;;;;;;;;;;522.509521;414.508392;76.129417
78;;;;;;;;;;;;;523.529541;413.522125;75.456932
79;;;;;;;;;;;;;524.340576;412.540100;74.278252
80;;;;;;;;;;;;;524.392090;411.960724;73.036766
81;;;;;;;;;;;;;524.854248;411.525513;71.934235
82;;;;;;;;;;;;;525.859985;410.993347;70.786583
83;;;;;;;;;;;;;526.471375;410.465576;69.835640
84;;;;;;;;;;;;;526.680054;410.086456;69.426453
85;;;;;;;;;;;;;526.634705;409.678497;68.629173
86;;;;;;;;;;;;;526.528381;409.034332;68.545280
87;;;;;;;;;;;;;526.407959;408.586670;68.868774
88;;;;;;;;;;;;;526.194458;408.359222;69.157158
89;;;;;;;;;;;;;526.275635;408.384338;69.269440
90;;;;;;;;;;;;;526.545044;408.374542;68.961884
91;;;;;;;;;;;;;526.727295;408.338837;68.715080
92;;;;;;;;;;;;;526.787476;408.262421;68.655556
93;;;;;;;;;;;;;526.815186;408.142059;68.582642
94;;;;;;;;;;;;;526.807312;408.088074;68.604012
95;;;;;;;;;;;;;526.794434;408.015106;68.629227
96;;;;;;;;;;;;;526.778320;407.960327;68.639870
97;;;;;;;;;;;;;527.003357;407.921509;68.537910
98;;;;;;;;;;;;;527.031189;407.864471;68.487961
99;;;;;;;;;;;;;527.019165;407.720490;68.257103
100;;;;;;;;;;;;;527.093323;407.785675;68.318413
101;;;;;;;;;;;;;527.126404;407.838470;68.402931
102;;;;;;;;;;;;;527.116943;407.754150;68.358582
103;;;;;;;;;;;;;527.128662;407.752960;68.357307
104;;;;;;;;;;;;;527.172913;407.730103;68.350746
105;;;;;;;;;;;;;527.343201;407.589661;68.483139
106;;;;;;;;;;;;;527.416870;407.658234;68.440742
107;;;;;;;;;;;;;527.541992;407.638550;68.489632
108;;;;;;;;;;;;;527.744812;407.586792;68.465134
109;;;;;;;;;;;;;527.842712;407.624237;68.411568
110;;;;;;;;;;;;;527.756653;407.606720;68.418762
111;;;;;;;;;;;;;527.706177;407.597046;68.387138
112;;;;;;;;;;;;;527.646362;407.615173;68.384895
113;;;;;;;;;;;;;527.488586;407.559448;68.311592
114;;;;;;;;;;;;;527.323364;407.600281;68.367767
115;;;;;;;;;;;;;527.391907;407.473328;68.364059
116;;;;;;;;;;;;;527.226746;407.460052;68.182083
117;;;;;;;;;;;;;527.124451;407.429779;68.125534
118;;;;;;;;;;;;;527.118652;407.339935;68.145966
119;;;;;;;;;;;;;527.246216;407.174469;68.009781
120;;;;;;;;;;;;;527.369629;407.046417;68.057365
121;;;;;;;;;;;;;527.360413;407.021851;67.956718
122;;;;;;;;;;;;;527.340088;406.961487;67.954575
123;;;;;;;;;;;;;527.167969;406.944397;68.035759
124;;;;;;;;;;;;;527.356750;406.820801;68.058296
125;;;;;;;;;;;;;527.469177;406.723816;68.086273
126;;;;;;;;;;;;;527.462646;406.683319;68.112473
127;;;;;;;;;;;;;527.472046;406.608521;68.161140
128;;;;;;;;;;;;;527.492432;406.611298;68.165695
129;;;;;;;;;;;;;527.507568;406.602814;68.108192
130;;;;;;;;;;;;;527.518677;406.597137;68.162529
131;;;;;;;;;;;;;527.658936;406.594666;68.134026
132;;;;;;;;;;;;;527.644775;406.588898;68.089546
133;;;;;;;;;;;;;527.579102;406.605225;68.112083
134;;;;;;;;;;;;;527.685181;406.594849;68.117630
135;;;;;;;;;;;;;527.710144;406.598663;68.131111
