Circle03;;;
Date:;2025/04/08;;
Time:;12:49:34;;
Type:;test;;
Description:;"";;
Notes:;"";;
TRAJECTORIES;;;
200.000000;Hz;;
;*1;;
Field #;X;Y;Z
1;985.927063;686.454224;33.540535
2;985.074463;686.257324;33.862751
3;983.824829;685.734009;33.965263
4;982.526001;685.254517;34.036644
5;981.543335;685.026245;33.744076
6;980.614563;684.770691;33.428047
7;979.361267;684.485840;33.723717
8;977.801575;684.048950;33.932476
9;976.473511;683.815002;33.620384
10;975.236267;683.626953;33.338478
11;973.747925;682.970276;33.209003
12;971.853333;682.728943;33.300156
13;970.280701;682.312561;33.177441
14;969.182800;681.863037;33.133030
15;967.291016;681.206909;33.522564
16;965.554077;680.784546;33.295090
17;964.024170;680.551819;33.111565
18;962.287048;679.929871;33.158848
19;960.405273;679.428833;33.001141
20;958.453735;678.922119;32.744823
21;957.261658;678.468323;33.000423
22;955.564697;677.646484;32.997765
23;953.618591;677.191101;32.896500
24;951.966919;676.600037;33.155220
25;950.295471;675.942688;33.084732
26;948.214417;675.271606;32.695713
27;946.666199;674.792358;32.529102
28;944.813660;673.939087;32.969444
29;943.146057;673.312012;32.839691
30;941.444763;672.800232;32.625713
31;939.766541;671.793213;32.651497
32;937.959717;670.952332;32.531181
33;936.275818;670.623535;32.218086
34;934.448120;669.774536;31.856951
35;933.013672;668.966675;32.122665
36;931.404541;668.190369;32.092293
37;930.062073;667.489502;32.036480
38;928.403748;666.560547;31.746670
39;926.875366;665.994934;31.908371
40;925.637207;665.315002;31.923290
41;924.598572;664.605713;32.013466
42;923.376953;663.644348;32.045860
43;922.160339;662.648682;32.081459
44;921.088684;661.933533;32.035419
45;919.815491;661.394897;31.983051
46;918.941223;660.410645;31.699450
47;918.048523;659.507996;31.720512
48;917.072144;658.333679;31.759605
49;916.065002;657.579407;31.827435
50;915.199646;656.690369;31.690302
51;914.503967;655.814941;31.602226
52;913.680664;654.964478;31.599283
53;912.944885;654.096069;31.660028
54;911.600098;652.908569;31.691212
55;910.893005;651.897766;31.511429
56;910.234314;650.946899;31.669216
57;909.372620;650.080383;31.755449
58;908.438660;649.151489;31.673380
59;907.751892;648.181152;31.527027
60;907.113770;646.850647;31.578020
61;906.031372;645.585388;31.699804
62;905.329041;644.570190;31.273077
63;904.709412;643.365173;31.188192
64;904.047363;642.127380;31.254862
65;903.418945;641.109619;31.275433
66;902.554443;639.788025;31.389635
67;901.729431;638.702759;31.128380
68;901.002563;637.763184;31.206524
69;900.317139;636.631165;31.239155
70;899.703308;635.083191;31.408318
71;899.021729;633.847473;31.271255
72;898.347412;632.801941;31.029213
73;897.530884;631.583862;30.988979
74;896.551697;630.529846;31.331661
75;895.827576;629.618225;31.074982
76;894.990295;628.300110;30.831421
77;894.537048;626.914307;30.855103
78;893.635803;625.750183;31.255280
79;893.015503;624.398987;31.314308
80;892.310608;623.021057;31.242390
81;891.416870;622.045166;31.192692
82;890.519104;620.834167;31.084305
83;889.771545;619.554626;30.517651
84;889.355530;618.395142;30.580605
85;888.786499;616.987183;30.704882
86;888.338623;615.465088;30.448532
87;887.416321;614.061218;30.857359
88;886.594604;612.831421;30.795641
89;885.826111;611.293152;30.871437
90;885.007385;610.138245;30.981354
91;884.427246;608.946533;30.926340
92;883.862671;607.503906;30.538862
93;883.281799;606.335754;30.459127
94;882.493408;605.159729;30.309784
95;882.061096;603.933838;30.335972
96;881.705627;602.532776;30.407408
97;881.317993;601.266479;30.801067
98;880.702271;599.931458;30.740154
99;880.146545;598.615967;30.730284
100;879.662537;597.551147;30.746340
101;879.380066;596.302185;30.534220
102;878.839539;595.039917;30.236658
103;878.365112;593.893372;30.303215
104;877.968201;592.606567;30.342674
105;877.697510;591.335266;30.420834
106;877.356995;590.173706;30.417030
107;877.026062;588.989624;30.440235
108;876.754211;587.680359;30.231819
109;876.391541;586.221802;30.240204
110;876.006836;585.047974;30.375751
111;876.046448;583.738708;30.250904
112;875.940918;582.154968;30.025131
113;875.583374;581.123840;29.990095
114;875.351990;580.087341;30.205219
115;875.158142;578.556763;30.318674
116;874.911804;577.363770;30.256031
117;874.677429;576.363220;30.200216
118;874.715149;575.001587;30.290339
119;874.752563;573.681519;30.281765
120;874.660522;572.573914;30.558474
121;874.832397;571.323181;30.300682
122;874.727600;569.772827;30.061365
123;874.334778;568.581970;30.280607
124;874.459595;567.557556;30.129911
125;874.282959;565.963379;30.077637
126;873.903381;564.693237;30.351952
127;874.076965;563.569397;30.343859
128;874.190979;562.049316;30.370068
129;873.972046;560.622253;30.576443
130;874.006653;559.550232;30.378220
131;874.044617;558.067444;30.104723
132;873.732178;556.643738;30.190935
133;873.817871;555.576477;30.076504
134;873.734497;554.039856;29.966713
135;874.099060;552.909058;30.189365
136;874.304565;551.859985;30.308981
137;874.405579;550.367615;30.314457
138;874.473022;549.098938;30.442633
139;874.543579;547.950500;30.328890
140;874.716248;546.743835;30.111368
141;874.930298;545.315674;30.057758
142;875.215454;544.314697;30.166502
143;875.536987;543.016602;30.185556
144;875.795654;541.724609;30.049423
145;875.610657;540.575806;30.362625
146;876.075500;539.341919;30.243298
147;876.478699;537.835022;30.224369
148;876.811890;536.607544;30.150913
149;877.100708;535.400879;29.930115
150;877.249084;533.882263;29.846926
151;877.392761;532.619141;30.044519
152;877.657776;531.533142;30.245041
153;878.090576;530.095276;30.529915
154;878.521179;528.613159;30.377180
155;878.626953;527.772888;30.452133
156;878.929138;526.651062;30.328922
157;879.300720;525.193481;30.216415
158;879.611694;524.152588;30.005892
159;879.901245;522.823181;29.906231
160;880.323975;521.472351;29.922386
161;880.631470;520.342834;30.067242
162;880.988953;519.333801;30.258228
163;881.552185;517.907288;30.317068
164;881.910156;516.726379;30.397776
165;882.230835;515.707520;30.389269
166;882.742615;514.556580;30.429781
167;883.191711;512.920776;30.006968
168;883.495850;511.722839;29.895617
169;883.789429;510.782654;30.340971
170;884.202698;509.666718;30.126743
171;884.757141;508.427094;30.324125
172;885.368713;507.368744;30.490604
173;886.022217;506.177185;30.547285
174;886.535950;505.026001;30.465555
175;886.876404;504.106232;30.559229
176;887.408264;502.898621;30.509928
177;888.043213;501.308990;30.454638
178;888.705383;500.106049;30.516628
179;889.110352;499.219238;30.653362
180;889.862427;498.296051;30.169882
181;890.736145;497.262299;30.279131
182;891.415771;496.195526;30.448086
183;891.696228;495.479218;30.247534
184;892.373962;494.236786;30.527760
185;893.053101;492.871979;30.818333
186;893.723022;491.706848;30.861683
187;894.331360;490.974945;30.854229
188;895.255188;490.136017;30.467381
189;896.157898;488.935638;30.273487
190;896.754028;487.976685;30.118149
191;897.359680;487.059753;30.346106
192;898.213623;485.753876;30.131493
193;899.102844;484.757996;30.655756
194;900.025757;483.849487;30.845047
195;900.367798;483.158081;30.926878
196;901.122498;482.369720;30.489540
197;902.142883;481.414307;30.669556
198;902.961121;480.454529;30.735514
199;903.838196;479.499542;30.948351
200;904.777344;478.604553;30.800266
