cluster,circle_nrmse_percent,zigzag_nrmse_percent,combined_mean_nrmse_percent
AgeOnly/21-25,13.718787751202441,25.221025488060548,19.469906619631494
AgeWithinGender/Male_21-25,13.718787751202441,25.221025488060548,19.469906619631494
Gender/Male,13.718787751202441,25.221025488060548,19.469906619631494
